ItemCode,revenue,cost,profit,profit_weight,total_sales_qty,sale_days_total,last_sale_date,total_return_qty,sale_days_180,sale_days_365,avg_daily_sales_180,net_qty,days_since_last_sale,return_ratio,profit_percentile,forecast_28d_validation,forecast_28d_evaluation,forecast_56d_total,avg_forecast_per_day,model_disagreement,disagreement_v6_v2_56d,profit_segment,demand_class,return_heavy,assumed_current_stock,forecast_during_lead_time,safety_stock_demand,projected_stock_after_lead_time,stockout_flag,reorder_qty,overstock_flag,reliability_tag,risk_level,recommended_action,priority_level,reason_codes
SKU-03526,22284070,18591148.0,3692922.0,3692922.0,176.0,17,2025-08-30,0.0,2,2,0.08333333333333333,176.0,6,0.0,0.7027297771099424,0.27262800000000004,0.039576000000000014,0.31220400000000004,0.005575071428571429,0.0,0.0,Medium Profit,Intermittent,False,0.11707650000000001,0.07805100000000001,0.039025500000000005,0.039025500000000005,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 2 sale days in last 180 days | Stable model agreement
SKU-09813,913817628,873092487.0,40725141.0,40725141.0,2111.0,64,2025-09-04,12.0,11,19,1.2666666666666666,2099.0,1,0.005684509711037423,0.9544828449787127,16.783444,4.2148840000000005,20.998328,0.37497014285714286,0.0,0.0,High Profit,Frequent,False,7.874373,5.249582,2.624791,2.624791,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-08061,113219925,139122226.0,-25902301.0,0.0,878.0,21,2025-08-18,13.0,2,4,0.12222222222222222,865.0,18,0.014806378132118452,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 2 sale days in last 180 days | Stable model agreement
SKU-02700,628633927,433158797.0,195475130.0,195475130.0,6460.0,148,2025-05-22,16.0,6,20,1.211111111111111,6444.0,106,0.002476780185758514,0.992862509391435,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,Last sale was 106 days ago | High profit SKU: top 10% | Stable model agreement
SKU-03350,446187643,272244096.0,173943547.0,173943547.0,6341.0,161,2025-09-04,631.0,19,33,5.833333333333333,5710.0,1,0.09951111812017031,0.9914224893563737,80.340952,16.673576,97.014528,1.7324022857142858,0.0,0.0,High Profit,Frequent,False,36.380448,24.253632,12.126816,12.126816000000002,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-07771,597890065,378507972.0,219382093.0,219382093.0,4308.0,297,2025-09-04,56.0,32,62,2.533333333333333,4252.0,1,0.012999071494893221,0.9939894815927873,76.03547200000001,48.49269600000001,124.52816800000002,2.223717285714286,0.0,0.0,High Profit,Frequent,False,46.69806300000001,31.132042000000006,15.566021000000003,15.566021000000006,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-03479,63418900,49002136.0,14416764.0,14416764.0,5008.0,109,2025-05-15,50.0,1,1,0.5555555555555556,4958.0,113,0.009984025559105431,0.8817305284247433,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 113 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-04058,102637763,86831372.0,15806391.0,15806391.0,457.0,40,2025-05-23,1.0,1,4,0.05555555555555555,456.0,105,0.002188183807439825,0.8899323816679189,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 105 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-08190,216663804,190244579.0,26419225.0,26419225.0,2091.0,39,2025-05-15,4.0,2,4,0.8166666666666667,2087.0,113,0.001912960306073649,0.9306912096168295,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 113 days ago | Only 2 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-07736,53339757,52998389.0,341368.0,341368.0,393.0,29,2025-08-28,2.0,6,7,1.3277777777777777,391.0,8,0.005089058524173028,0.32807412972702227,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,High Reliability,Low Risk,Monitor closely,P4 — Low Priority,Stable model agreement
SKU-07781,17624711,27887624.0,-10262913.0,0.0,166.0,15,2025-05-23,0.0,2,4,0.19444444444444445,166.0,105,0.0,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 105 days ago | Only 2 sale days in last 180 days | Stable model agreement
SKU-04393,247554725,247880029.0,-325304.0,0.0,4704.0,56,2024-08-01,0.0,0,0,0.0,4704.0,400,0.0,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 400 days ago
SKU-07770,1257485014,1026925087.0,230559927.0,230559927.0,5762.0,191,2025-03-05,423.0,0,30,0.0,5339.0,184,0.07341200971884762,0.9943651389932382,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 184 days ago | High profit SKU: top 10%
SKU-03404,71751778,53350938.0,18400840.0,18400840.0,692.0,40,2025-05-21,11.0,1,1,0.05555555555555555,681.0,107,0.015895953757225433,0.90320560981718,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 107 days ago | Only 1 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-03414,1452273,1460000.0,-7727.0,0.0,10.0,1,2020-12-31,0.0,0,0,0.0,10.0,1709,0.0,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1709 days ago
SKU-05149,22114538,22113000.0,1538.0,1538.0,243.0,20,2025-04-21,0.0,1,2,0.15,243.0,137,0.0,0.11532682193839218,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 137 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-04980,156419953,128297478.0,28122475.0,28122475.0,588.0,60,2025-03-10,5.0,1,2,0.07222222222222222,583.0,179,0.008503401360544218,0.9343851740545955,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 179 days ago | Only 1 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-02950,16426821,14012000.0,2414821.0,2414821.0,141.0,16,2025-05-23,28.0,1,2,0.027777777777777776,113.0,105,0.19858156028368795,0.6337966441272226,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 105 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-04142,54794440,46288473.0,8505967.0,8505967.0,775.0,41,2025-03-28,0.0,2,5,0.26666666666666666,775.0,161,0.0,0.822564487853744,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 161 days ago | Only 2 sale days in last 180 days | Stable model agreement
SKU-07680,37875683,31505421.0,6370262.0,6370262.0,550.0,13,2025-05-16,1.0,2,3,0.07777777777777778,549.0,112,0.0018181818181818182,0.7828074129727022,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 112 days ago | Only 2 sale days in last 180 days | Stable model agreement
SKU-03456,1574465896,1522605234.0,51860662.0,51860662.0,3231.0,95,2025-05-15,22.0,1,1,0.005555555555555556,3209.0,113,0.006809037449705973,0.9641873278236914,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 113 days ago | Only 1 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-08057,19707546,13868316.0,5839230.0,5839230.0,136.0,10,2023-02-02,0.0,0,0,0.0,136.0,946,0.0,0.7707863761582769,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 946 days ago
SKU-03416,4366366,3957530.0,408836.0,408836.0,45.0,7,2024-07-15,0.0,0,0,0.0,45.0,417,0.0,0.35361883295767593,0.0,0.0,0.0,0.0,0.0,0.05507409509546311,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 417 days ago
SKU-04120,9578062,5714033.0,3864029.0,3864029.0,503.0,26,2025-05-21,40.0,1,2,0.05555555555555555,463.0,107,0.07952286282306163,0.7089281242173804,0.0,0.0,0.0,0.0,0.0,0.023142421566657436,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 107 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-03692,1854545,880000.0,974545.0,974545.0,16.0,3,2022-05-20,0.0,0,0,0.0,16.0,1204,0.0,0.48760330578512395,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 1204 days ago
SKU-03693,45935839,36925647.0,9010192.0,9010192.0,535.0,44,2025-08-28,6.0,3,5,0.4666666666666667,529.0,8,0.011214953271028037,0.8304532932632106,0.325188,0.09383200000000001,0.41902,0.0074825000000000004,0.0,0.020867999999999998,Medium Profit,Intermittent,False,0.1571325,0.104755,0.0523775,0.05237750000000001,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 3 sale days in last 180 days | Stable model agreement
SKU-03690,87230822,50129856.0,37100966.0,37100966.0,669.0,46,2025-08-15,20.0,5,7,0.4722222222222222,649.0,21,0.029895366218236172,0.949411470072627,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 5 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-07772,490458812,421461831.0,68996981.0,68996981.0,2956.0,227,2025-08-28,228.0,30,54,1.5,2728.0,8,0.07713125845737483,0.9738292011019284,11.070291999999998,10.158191999999998,21.228483999999995,0.3790800714285713,0.0,0.0,High Profit,Frequent,False,7.960681499999997,5.307120999999999,2.6535604999999993,2.6535604999999984,True,8.881784197001252e-16,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-04803,35395843,26600000.0,8795843.0,8795843.0,760.0,49,2025-04-26,0.0,1,7,0.044444444444444446,760.0,132,0.0,0.8265715001252192,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 132 days ago | Only 1 sale days in last 180 days | Stable model agreement
SKU-07684,2318182,1408000.0,910182.0,910182.0,4.0,1,2021-02-24,0.0,0,0,0.0,4.0,1654,0.0,0.47746055597295267,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1654 days ago
SKU-02788,36635977,27816891.0,8819086.0,8819086.0,419.0,41,2025-09-04,12.0,5,5,0.5722222222222222,407.0,1,0.028639618138424822,0.8269471575256699,8.311264000000001,0.8550800000000001,9.166344000000002,0.16368471428571432,0.0,0.0,Medium Profit,Active,False,3.437379000000001,2.2915860000000006,1.1457930000000003,1.1457930000000003,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 5 sale days in last 180 days | Stable model agreement
SKU-02775,14699108,17575739.0,-2876631.0,0.0,154.0,29,2025-05-27,25.0,4,5,0.3055555555555556,129.0,101,0.16233766233766234,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P4 — Low Priority,Last sale was 101 days ago | Only 4 sale days in last 180 days | Stable model agreement
SKU-07683,3130909,3900000.0,-769091.0,0.0,4.0,1,2021-02-24,0.0,0,0,0.0,4.0,1654,0.0,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1654 days ago
SKU-07685,484091,295000.0,189091.0,189091.0,5.0,1,2021-02-24,0.0,0,0,0.0,5.0,1654,0.0,0.25469571750563486,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1654 days ago
SKU-08841,125477560,102922935.0,22554625.0,22554625.0,177.0,28,2024-06-17,0.0,0,0,0.0,177.0,445,0.0,0.9201101928374655,0.0,0.0,0.0,0.0,0.0,0.028931525764947327,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 445 days ago | High profit SKU: top 10%
SKU-04404,30517171,18879000.0,11638171.0,11638171.0,217.0,9,2024-05-02,0.0,0,0,0.0,217.0,491,0.0,0.8610693713999499,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 491 days ago
SKU-12537,4576081190,3469281397.0,1106799793.0,1106799793.0,24127.0,676,2025-08-12,91.0,73,111,11.805555555555555,24036.0,24,0.0037717080449289177,0.9995617330328074,230.12209199999998,19.337988000000003,249.46007999999998,4.454644285714285,0.0,0.0,High Profit,Frequent,False,93.54753,62.365019999999994,31.182509999999997,31.18251,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-12534,5356791254,4140987461.0,1215803793.0,1215803793.0,28486.0,657,2025-09-04,137.0,77,119,13.85,28349.0,1,0.004809380046338552,0.999686952166291,71.731228,226.88329599999997,298.61452399999996,5.332402214285714,0.0,0.0,High Profit,Frequent,False,111.98044649999999,74.65363099999999,37.326815499999995,37.326815499999995,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-12533,502633972,398798428.0,103835544.0,103835544.0,8198.0,192,2025-09-05,68.0,15,36,4.061111111111111,8130.0,0,0.008294706025859966,0.9836589030803907,14.99782,17.164187999999996,32.162008,0.5743215714285714,0.0,0.0,High Profit,Frequent,False,12.060753,8.040502,4.020251,4.020251,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-12532,694639192,563641119.0,130998073.0,130998073.0,11556.0,205,2025-09-05,234.0,18,48,7.4944444444444445,11322.0,0,0.020249221183800622,0.9881667918858001,49.03378400000001,5.5699200000000015,54.603704000000015,0.9750661428571431,0.0,0.0,High Profit,Frequent,False,20.476389000000005,13.650926000000004,6.825463000000002,6.825463000000001,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-09816,821519624,1124323318.0,-302803694.0,0.0,1631.0,35,2025-03-04,4.0,0,2,0.0,1627.0,185,0.002452483139178418,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 185 days ago
SKU-11342,25633916,19578482.0,6055434.0,6055434.0,816.0,25,2022-05-16,0.0,0,0,0.0,816.0,1208,0.0,0.7759203606311045,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 1208 days ago
SKU-11198,11402276,9131600.0,2270676.0,2270676.0,243.0,19,2022-03-04,0.0,0,0,0.0,243.0,1281,0.0,0.623779113448535,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 1281 days ago
